pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,llm_provider,llm_model,final_merge_confidence
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__865457fa8ede,attr_demographics_and_population__relationship_of_1st_person_to_household_head__6827eeb6f6,attr_demographics_and_population__relationship_of_person_11_to_head_of_household__4d205bbff9,relationship of 1st person to household head,relationship of person 11 to head of household,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8081,0.7778,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7953,alias_of,merge,symmetric,0.9,Relationship of person to household head with different person numbers are aliases.,openai,gpt-4.1-mini,0.835
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__1a771b6cca17,attr_demographics_and_population__relationship_of_8th_person_to_household_head__411bd8eda0,attr_demographics_and_population__relationship_of_person_10_to_head_of_household__c61bc79ea9,relationship of 8th person to household head,relationship of person 10 to head of household,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7987,0.7778,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7901,not_related,keep_separate,none,0.9,"Relationship of different household members to head; different individuals, not same construct.",openai,gpt-4.1-mini,0.8322
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__841e2d3c6831,attr_demographics_and_population__relationship_of_7th_person_to_household_head__7878d4611c,attr_demographics_and_population__relationship_of_person_14_to_head_of_household__6d5b9f891b,relationship of 7th person to household head,relationship of person 14 to head of household,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7968,0.7778,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7891,not_related,keep_separate,none,0.9,Relationship of different household members to head; different individuals.,openai,gpt-4.1-mini,0.8317
pair_attr_life_context_and_constraints_nu__attr_life_context_and_constraints_nu__1dd8d4133826,attr_life_context_and_constraints__number_of_asian_in_current_or_previous_work__abe6497e5d,attr_life_context_and_constraints__number_of_cohabiting_ppl_in_current_or_previous_work__a187e03300,number of asian in current or previous work,number of cohabiting ppl in current or previous work,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7577,0.8632,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7889,not_related,keep_separate,none,0.85,Number of Asians vs number of cohabiting people at work; distinct constructs.,openai,gpt-4.1-mini,0.8102
pair_attr_demographics_and_population_r_f__attr_demographics_and_population_rac__a693afb0e17d,attr_demographics_and_population__r_feels_discriminated_because_of_race__eb38f8c0c1,attr_demographics_and_population__race_of_respondent__2a5586a690,r feels discriminated because of race,race of respondent,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.6955,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7889,not_related,keep_separate,none,0.85,Feeling discriminated due to race vs race itself; related but distinct.,openai,gpt-4.1-mini,0.8121
pair_attr_personality_traits_aggression_6__attr_personality_traits_hostile_aggr__a5a82fa8aadd,attr_personality_traits__aggression__6f355a1285,attr_personality_traits__hostile_aggression__deab778eae,Aggression,Hostile Aggression,Personality Traits,Personality Traits,facet map personality facets,ipip personality scales,0.6952,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7888,alias_of,merge,symmetric,0.9,Aggression and Hostile Aggression are same or very closely related constructs.,openai,gpt-4.1-mini,0.8345
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__9f2165e1dd49,attr_demographics_and_population__relationship_of_6th_person_to_household_head__c1484fee6c,attr_demographics_and_population__relationship_of_person_10_to_head_of_household__c61bc79ea9,relationship of 6th person to household head,relationship of person 10 to head of household,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.796,0.7778,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7887,not_related,keep_separate,none,0.9,Relationship of different household members to head; distinct individuals.,openai,gpt-4.1-mini,0.8314
pair_attr_demographics_and_population_rel__attr_demographics_and_population_rel__0b51b125604a,attr_demographics_and_population__relationship_of_1st_person_to_household_head__6827eeb6f6,attr_demographics_and_population__relationship_of_person_14_to_head_of_household__6d5b9f891b,relationship of 1st person to household head,relationship of person 14 to head of household,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.7959,0.7778,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7886,not_related,keep_separate,none,0.9,Relationship of different household members to head; distinct individuals.,openai,gpt-4.1-mini,0.8314
pair_attr_personality_traits_authenticity__attr_personality_traits_honesty_6a20__5740defeb403,attr_personality_traits__authenticity_integrity_honesty__18c10ef2a5,attr_personality_traits__honesty__6a2018e0cf,Authenticity/Integrity/Honesty,Honesty,Personality Traits,Personality Traits,ipip personality scales,facet map personality facets,0.6874,1.0,0.7371,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7886,alias_of,merge,symmetric,0.9,Authenticity/Integrity/Honesty and Honesty are overlapping constructs.,openai,gpt-4.1-mini,0.8349
pair_attr_demographics_and_population_som__attr_demographics_and_population_whi__5cbcb7f8e611,attr_demographics_and_population__some_other_race_recode_some_other_race_alone_or_in_com__3c049078ff,attr_demographics_and_population__white_recode_white_alone_or_in_combination_with_one_or__9f37a81f8d,Some other race recode (Some other race alone or in combination with one or more other races),White recode (White alone or in combination with one or more other races),Demographics & Population Grounding,Demographics & Population Grounding,core demographics race ethnicity citizenship nativity and ancestry,core demographics race ethnicity citizenship nativity and ancestry,0.7813,0.8072,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.7778,0.7879,not_related,keep_separate,none,0.85,Different race recodes; distinct categories.,openai,gpt-4.1-mini,0.8089
pair_attr_demographics_and_population_res__attr_demographics_and_population_sex__a388c02b219b,attr_demographics_and_population__respondent_s_sex_now_2021__5596031d30,attr_demographics_and_population__sex__c69d66dadc,respondent's sex now (2021),Sex,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,core demographics race ethnicity citizenship nativity and ancestry,0.6713,1.0,0.7891,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7876,alias_of,merge,symmetric,0.9,Respondent's sex now and Sex measure the same construct.,openai,gpt-4.1-mini,0.8353
pair_attr_life_context_and_constraints_i__attr_life_context_and_constraints_r__006619d233f4,attr_life_context_and_constraints__i_would_accept_temporary_employment__23ece12494,attr_life_context_and_constraints__r_would_accept_temporary_employment_to_avoid_unemploym__3f45cb64d0,i would accept temporary employment,r would accept temporary employment to avoid unemployment,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7838,0.8,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.8,0.7875,alias_of,merge,symmetric,0.9,Statements about accepting temporary employment are equivalent.,openai,gpt-4.1-mini,0.8311
pair_attr_domain_specific_overlays_music__attr_domain_specific_overlays_music__e97ee73657f0,attr_domain_specific_overlays__music_gospel__cefde0d666,attr_domain_specific_overlays__music_r_and_b__111d79973e,Music: Gospel,Music: R&B,Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.7443,1.0,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.786,not_related,keep_separate,none,0.9,Taste for Gospel and R&B music are distinct music preferences.,openai,gpt-4.1-mini,0.8294
pair_attr_demographics_and_population_oth__attr_demographics_and_population_oth__c175c1f437cf,attr_demographics_and_population__other_languages_at_home_selected_choice_none_other_tha__5fbcc4d9de,attr_demographics_and_population__other_languages_at_home_selected_choice_vietnamese__d87feb16c5,Other languages at home - Selected Choice - None other than English,Other languages at home - Selected Choice - Vietnamese,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.8524,0.7603,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.75,0.7855,not_related,keep_separate,symmetric,0.95,"Different language choices at home are mutually exclusive categories, not related.",openai,gpt-4.1-mini,0.8483
pair_attr_demographics_and_population_cho__attr_demographics_and_population_cho__ebd13b25393c,attr_demographics_and_population__choose_one_or_more_races_that_you_consider_yourself_to__17b768637d,attr_demographics_and_population__choose_one_or_more_races_that_you_consider_yourself_to__a56d09fdce,Choose one or more races that you consider yourself to be - Asian,Choose one or more races that you consider yourself to be - American Indian/Native American or Alaska Native,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.834,0.8,0.5108,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.8,0.7853,not_related,keep_separate,symmetric,0.95,"Different race categories are mutually exclusive, not related.",openai,gpt-4.1-mini,0.8488
pair_attr_demographics_and_population_how__attr_demographics_and_population_rac__9e0b6624154b,attr_demographics_and_population__how_much_info_does_r_have_on_race_issues__58e518f132,attr_demographics_and_population__race_of_respondent__2a5586a690,how much info does r have on race issues,race of respondent,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.6881,1.0,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7849,not_related,keep_separate,symmetric,0.85,How much info on race issues vs race of respondent are distinct variables.,openai,gpt-4.1-mini,0.8099
pair_attr_demographics_and_population_sex__attr_demographics_and_population_sex__51cd0a40b68c,attr_demographics_and_population__sex__c69d66dadc,attr_demographics_and_population__sex_education_in_public_schools__519db8ae87,Sex,sex education in public schools,Demographics & Population Grounding,Demographics & Population Grounding,core demographics race ethnicity citizenship nativity and ancestry,demographic variables,0.6664,1.0,0.7891,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_broader_narrower,1.0,0.7849,not_related,keep_separate,symmetric,0.9,Sex vs sex education in schools are distinct concepts.,openai,gpt-4.1-mini,0.8338
pair_attr_life_context_and_constraints_nu__attr_life_context_and_constraints_nu__ae6f26eef40b,attr_life_context_and_constraints__number_of_asian_in_current_or_previous_work__abe6497e5d,attr_life_context_and_constraints__number_of_ppl_unemployed_in_current_or_previous_work__6cc4ab012a,number of asian in current or previous work,number of ppl unemployed in current or previous work,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.7689,0.8211,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_related_or_correlated,0.6667,0.7846,not_related,keep_separate,symmetric,0.8,Number of Asian vs number of unemployed in work are distinct variables.,openai,gpt-4.1-mini,0.7848
