pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__682056b650a5,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_youth_groups3__909a069379,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_youth_groups4__9d967de287,how many years r born a member of youth groups3,how many years r born a member of youth groups4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9601,0.9787,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9787,0.9291,alias_of,merge,symmetric,0.95,Same construct with suffix variation.,0.9333,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__7d5b3a66d554,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__01ebf4a3bd,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__f11059610a,how many years r born a member of professional society1,how many years r born a member of professional society3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9581,0.9818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9818,0.9288,alias_of,merge,symmetric,0.95,"Attributes differ only by suffix, measuring same concept.",0.9331,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__31075ab74b97,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups1__4fa14042c6,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups3__7a9e4189d9,how many yrs r been a member of fraternal groups1,how many yrs r been a member of fraternal groups3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9588,0.9796,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9796,0.9287,alias_of,merge,symmetric,0.95,Same attribute with suffix difference.,0.933,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__73c07e73859e,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups2__faf8745114,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups3__7a9e4189d9,how many yrs r been a member of fraternal groups2,how many yrs r been a member of fraternal groups3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9587,0.9796,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9796,0.9286,alias_of,merge,symmetric,0.95,Equivalent attributes differing only by suffix.,0.933,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__a131d7176d6e,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups3__7a9e4189d9,attr_life_context_and_constraints__how_many_yrs_r_been_a_member_of_fraternal_groups4__d2e6ed8cb2,how many yrs r been a member of fraternal groups3,how many yrs r been a member of fraternal groups4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9587,0.9796,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9796,0.9286,alias_of,merge,symmetric,0.95,Same construct with suffix variation.,0.933,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__c8e415d6c8cd,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union1__bc7a6d06f8,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_labor_union3__41df39ee68,how many years r born a member of labor union1,how many years r born a member of labor union3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9586,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.9282,alias_of,merge,symmetric,0.95,"Attributes differ only by suffix, same concept.",0.9328,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__f19a9ecfcfe2,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__50e5274e34,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__f11059610a,how many years r born a member of professional society4,how many years r born a member of professional society3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9565,0.9818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9818,0.9279,alias_of,merge,symmetric,0.95,Equivalent attributes with suffix difference.,0.9327,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__02038f585164,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__01ebf4a3bd,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__b0da7cbe2d,how many years r born a member of professional society1,how many years r born a member of professional society5,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9564,0.9818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9818,0.9279,alias_of,merge,symmetric,0.95,Same construct differing only by suffix.,0.9326,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_re__attr_life_context_and_constraints_re__7df9d1a35506,attr_life_context_and_constraints__respondent_s_occupational_prestige_score_1970__f5931facf3,attr_life_context_and_constraints__respondent_s_occupational_prestige_score_1980__f486acb09b,respondent's occupational prestige score(1970),respondent's occupational prestige score(1980),Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9572,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.9274,alias_of,merge,symmetric,0.9,"Occupational prestige scores for different years, same construct measured at different times.",0.9098,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__586b89b75333,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_veteran_groups2__5b14c4478e,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_veteran_groups5__42ed95f915,how many years r been a member of veteran groups2,how many years r been a member of veteran groups5,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9566,0.9796,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9796,0.9274,alias_of,merge,symmetric,0.95,Same attribute with suffix difference.,0.9324,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__f4a74e7798cb,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups2__828fa22ca9,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups3__16df521c5a,how many years r born a member of sports groups2,how many years r born a member of sports groups3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9564,0.9792,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9792,0.9272,alias_of,merge,symmetric,0.95,Equivalent attributes differing only by suffix.,0.9322,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__27edb1c064f6,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group1__670a7ac52a,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group3__022ae10f4c,how many years r born a member of literary group1,how many years r born a member of literary group3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9561,0.9796,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9796,0.9272,alias_of,merge,symmetric,0.95,Same construct with suffix variation.,0.9322,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__e9103f4ffff3,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__50e5274e34,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__b0da7cbe2d,how many years r born a member of professional society4,how many years r born a member of professional society5,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9549,0.9818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9818,0.9271,alias_of,merge,symmetric,0.95,"Attributes differ only by suffix, same concept.",0.9322,openai,gpt-4.1-mini
pair_attr_demographics_and_population_lea__attr_demographics_and_population_lea__37ae99563293,attr_demographics_and_population__leader1_tried_to_keep_r_from_telling_other_people_abou__623945a538,attr_demographics_and_population__leader2_tried_to_keep_r_from_telling_other_people_abou__eaabb27c99,leader1 tried to keep r from telling other people about the relationship,leader2 tried to keep r from telling other people about the relationship,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.9531,0.9861,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9861,0.9271,alias_of,merge,symmetric,0.9,"Attributes differ only by leader number, measuring same behavior.",0.9098,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__a8557c0c0aa2,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_youth_groups1__e0b21d60d6,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_youth_groups5__e8e056a764,how many years r born a member of youth groups1,how many years r born a member of youth groups5,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.956,0.9787,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9787,0.9269,alias_of,merge,symmetric,0.95,Same attribute with suffix difference.,0.932,openai,gpt-4.1-mini
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__bcdd0b466aac,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__a79705fdab,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_professional_society__b0da7cbe2d,how many years r born a member of professional society6,how many years r born a member of professional society5,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9543,0.9818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9818,0.9267,alias_of,merge,symmetric,0.95,Equivalent attributes differing only by suffix.,0.932,openai,gpt-4.1-mini
