pair_id,source_attribute_id,target_attribute_id,source_label,target_label,source_category,target_category,source_subcategory,target_subcategory,embedding_similarity,lexical_similarity,evidence_support,retrieval_relation_hint,retrieval_status,candidate_source,step4_relation_hint,step4_score,pre_llm_pair_score,relation_type,merge_decision,direction,llm_confidence,rationale,final_merge_confidence,llm_provider,llm_model,edge_weight
pair_attr_life_context_and_constraints_sp__attr_life_context_and_constraints_sp__fe95e678d92c,attr_life_context_and_constraints__spouse_s_occupational_prestige_score_1970__738caadc9c,attr_life_context_and_constraints__spouse_s_occupational_prestige_score_1980__302b92390a,spouse's occupational prestige score (1970),spouse's occupational prestige score (1980),Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9671,0.9767,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9767,0.9325,related_but_distinct,keep_separate,none,0.95,"Attributes differ by year (1970 vs 1980), representing distinct temporal data points rather than duplicates or aliases.",0.9351,openai,gpt-4.1-mini,0.551
pair_attr_domain_specific_overlays_voting__attr_domain_specific_overlays_voting__e132d592e41c,attr_domain_specific_overlays__voting_intention_in_2024_election_post_july_25_2024__b2e0395310,attr_domain_specific_overlays__voting_intention_in_2024_election_pre_july_25_2024__b25ae17dcc,voting intention in 2024 election (post july 25 2024),voting intention in 2024 election (pre july 25 2024),Domain-Specific Overlays,Domain-Specific Overlays,uncategorized candidate,uncategorized candidate,0.9796,0.9524,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9524,0.9333,related_but_distinct,keep_separate,none,0.95,"Attributes refer to voting intention at different time points (pre and post July 25, 2024), so they are related but distinct and should be kept separate.",0.9352,openai,gpt-4.1-mini,0.551
pair_attr_life_context_and_constraints_sc__attr_life_context_and_constraints_sc__950032930d07,attr_life_context_and_constraints__school_frarternity1_meets_in_this_area__7b892ccc4e,attr_life_context_and_constraints__school_frarternity2_meets_in_this_area__584620d5af,school frarternity1 meets in this area,school frarternity2 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.964,0.9737,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9737,0.93,related_but_distinct,keep_separate,none,0.95,"Attributes refer to different school fraternities meeting in the area; they are related but distinct entities, not duplicates or aliases.",0.9337,openai,gpt-4.1-mini,0.551
pair_attr_life_context_and_constraints_sc__attr_life_context_and_constraints_sc__438e063b959e,attr_life_context_and_constraints__school_frarternity1_meets_in_this_area__7b892ccc4e,attr_life_context_and_constraints__school_frarternity3_meets_in_this_area__f88299e872,school frarternity1 meets in this area,school frarternity3 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9647,0.9737,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9737,0.9304,related_but_distinct,keep_separate,none,0.9,"Attributes refer to different school fraternities meeting in the area; they are related but distinct entities, not duplicates or aliases.",0.9114,openai,gpt-4.1-mini,0.522
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__8742248ff3cf,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group2__a02334d81e,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_literary_group3__022ae10f4c,how many years r born a member of literary group2,how many years r born a member of literary group3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9616,0.9796,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9796,0.9302,related_but_distinct,keep_separate,none,0.85,"Both attributes measure years born as a member of different literary groups (group2 vs group3), indicating related but distinct persona attributes rather than duplicates or aliases.",0.8889,openai,gpt-4.1-mini,0.493
pair_attr_life_context_and_constraints_fa__attr_life_context_and_constraints_fa__6683ae074a9b,attr_life_context_and_constraints__father_s_occupational_prestige_score_1970__4f65483788,attr_life_context_and_constraints__father_s_occupational_prestige_score_1980__671255b36c,father's occupational prestige score (1970),father's occupational prestige score (1980),Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9612,0.9767,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9767,0.9292,related_but_distinct,keep_separate,none,0.95,"Attributes measure the same concept but for different years (1970 vs 1980), so they are related but distinct and should be kept separate.",0.9333,openai,gpt-4.1-mini,0.551
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__0382b38ad6cc,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups1__cc83048b0d,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups6__ec306b861c,how many years r born a member of sports groups1,how many years r born a member of sports groups6,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9469,0.9792,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9792,0.922,related_but_distinct,keep_separate,none,0.95,Attributes measure years as member of different sports groups; similar but distinct groups.,0.9294,openai,gpt-4.1-mini,0.551
pair_attr_cognitive_and_capability_pro_hi__attr_cognitive_and_capability_pro_hi__761658927a60,attr_cognitive_and_capability_pro__highest_schl_grade_of_r_6th_child__89bb6fd729,attr_cognitive_and_capability_pro__highest_schl_grade_of_r_7th_child__d306a9bb63,highest schl grade of r 6th child,highest schl grade of r 7th child,Cognitive & Capability Profile,Cognitive & Capability Profile,cognitive and capability profile,cognitive and capability profile,0.951,0.9697,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9697,0.9219,related_but_distinct,keep_separate,none,0.95,Highest school grade of different children; related but distinct individuals.,0.9292,openai,gpt-4.1-mini,0.551
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__d4f91561cfe0,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_service_group__c40fa108f2,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_school_service_group__d0cf0b03d3,how many years r born a member of school service group1,how many years r born a member of school service group4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9455,0.9818,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9818,0.9219,related_but_distinct,keep_separate,none,0.95,Years as member of different school service groups; distinct groups.,0.9294,openai,gpt-4.1-mini,0.551
pair_attr_life_context_and_constraints_po__attr_life_context_and_constraints_po__ff02433df158,attr_life_context_and_constraints__political_club1_meets_in_this_area__5fa76cb0f3,attr_life_context_and_constraints__political_club2_meets_in_this_area__0b9a6686ae,political club1 meets in this area,political club2 meets in this area,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9503,0.9706,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9706,0.9217,related_but_distinct,keep_separate,none,0.95,Political clubs 1 and 2 meeting in area; distinct entities.,0.9291,openai,gpt-4.1-mini,0.551
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__eed5192d9ee5,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group1__8fecb1b4e8,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_other_group5__7e4989744e,how many years r born a member of other group1,how many years r born a member of other group5,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9467,0.9783,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9783,0.9217,related_but_distinct,keep_separate,none,0.95,Years as member of different other groups; distinct groups.,0.9292,openai,gpt-4.1-mini,0.551
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__edf0340e3053,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups2__828fa22ca9,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_sports_groups5__8a6af549e7,how many years r born a member of sports groups2,how many years r born a member of sports groups5,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9462,0.9792,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9792,0.9216,related_but_distinct,keep_separate,none,0.95,Years as member of different sports groups; distinct groups.,0.9292,openai,gpt-4.1-mini,0.551
pair_attr_demographics_and_population_r_h__attr_demographics_and_population_r_h__17da171a1127,attr_demographics_and_population__r_had_sexual_contact_with_leader1__c96cb14a3d,attr_demographics_and_population__r_had_sexual_contact_with_leader2__cea408ea55,r had sexual contact with leader1,r had sexual contact with leader2,Demographics & Population Grounding,Demographics & Population Grounding,demographic variables,demographic variables,0.9503,0.9697,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9697,0.9215,related_but_distinct,keep_separate,none,0.95,Sexual contact with different leaders; related but distinct.,0.929,openai,gpt-4.1-mini,0.551
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__69289a7f2a48,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group3__835bdf5f09,attr_life_context_and_constraints__how_many_years_r_born_a_member_of_fraternity_group4__eb06ac0995,how many years r born a member of fraternity group3,how many years r born a member of fraternity group4,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9453,0.9804,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9804,0.9214,related_but_distinct,keep_separate,none,0.95,Years as member of different fraternity groups; distinct groups.,0.9291,openai,gpt-4.1-mini,0.551
pair_attr_life_context_and_constraints_ho__attr_life_context_and_constraints_ho__0cf7c7efd763,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_political_club2__7cec8b4179,attr_life_context_and_constraints__how_many_years_r_been_a_member_of_political_club3__003f39bb85,how many years r been a member of political club2,how many years r been a member of political club3,Life Context & Constraints,Life Context & Constraints,life context and constraints,life context and constraints,0.9455,0.9796,0.7094,embedding_candidate,needs_llm_adjudication,embedding_retrieval+step4_heuristic,possible_duplicate,0.9796,0.9213,related_but_distinct,keep_separate,none,0.95,Years as member of different political clubs; distinct groups.,0.929,openai,gpt-4.1-mini,0.551
