final_attribute_id,member_attribute_id,member_label,is_representative,member_rank,member_source_count,member_quality_score
attr_behavioral_patterns_and_pref__interest_anime__e4b070ab5c,attr_behavioral_patterns_and_pref__interest_anime__e4b070ab5c,Interest: Anime,true,0,1,72
attr_behavioral_patterns_and_pref__interest_architecture__402b5ec3b0,attr_behavioral_patterns_and_pref__interest_architecture__402b5ec3b0,Interest: Architecture,true,0,1,72
attr_behavioral_patterns_and_pref__interest_astrology__ff3db96b0d,attr_behavioral_patterns_and_pref__interest_astrology__ff3db96b0d,Interest: Astrology,true,0,1,72
attr_behavioral_patterns_and_pref__interest_astronomy__375873404e,attr_behavioral_patterns_and_pref__interest_astronomy__375873404e,Interest: Astronomy,true,0,1,72
attr_behavioral_patterns_and_pref__interest_baking__4b3df86c58,attr_behavioral_patterns_and_pref__interest_baking__4b3df86c58,Interest: Baking,true,0,1,72
attr_behavioral_patterns_and_pref__interest_birdwatching__e16b5c0f24,attr_behavioral_patterns_and_pref__interest_birdwatching__e16b5c0f24,Interest: Birdwatching,true,0,1,72
attr_behavioral_patterns_and_pref__interest_board_games__13551e3999,attr_behavioral_patterns_and_pref__interest_board_games__13551e3999,Interest: Board games,true,0,1,72
attr_behavioral_patterns_and_pref__interest_calligraphy__15571bc05a,attr_behavioral_patterns_and_pref__interest_calligraphy__15571bc05a,Interest: Calligraphy,true,0,1,72
attr_behavioral_patterns_and_pref__interest_camping__44a66b7ccd,attr_behavioral_patterns_and_pref__interest_camping__44a66b7ccd,Interest: Camping,true,0,1,72
attr_behavioral_patterns_and_pref__interest_cars__969a11cd39,attr_behavioral_patterns_and_pref__interest_cars__969a11cd39,Interest: Cars,true,0,1,72
attr_behavioral_patterns_and_pref__interest_chess__aedd90800c,attr_behavioral_patterns_and_pref__interest_chess__aedd90800c,Interest: Chess,true,0,1,72
attr_behavioral_patterns_and_pref__interest_coffee__a63e80b4c2,attr_behavioral_patterns_and_pref__interest_coffee__a63e80b4c2,Interest: Coffee,true,0,1,72
merged_attr_041ec1885704,attr_behavioral_patterns_and_pref__interest_collecting__c3259ac38e,Interest: Collecting,false,0,1,72
merged_attr_041ec1885704,attr_personality_traits__collecting_interest_in__3d416a5e5d,"Collecting, Interest in",true,1,1,98
attr_behavioral_patterns_and_pref__interest_comics__127ff17320,attr_behavioral_patterns_and_pref__interest_comics__127ff17320,Interest: Comics,true,0,1,72
attr_behavioral_patterns_and_pref__interest_cooking__e03c40d51f,attr_behavioral_patterns_and_pref__interest_cooking__e03c40d51f,Interest: Cooking,true,0,1,72
attr_behavioral_patterns_and_pref__interest_craft_beer__a62cc3be0f,attr_behavioral_patterns_and_pref__interest_craft_beer__a62cc3be0f,Interest: Craft beer,true,0,1,72
attr_behavioral_patterns_and_pref__interest_cryptocurrency__2c4cc27dea,attr_behavioral_patterns_and_pref__interest_cryptocurrency__2c4cc27dea,Interest: Cryptocurrency,true,0,1,72
attr_behavioral_patterns_and_pref__interest_cycling__e72b1ec402,attr_behavioral_patterns_and_pref__interest_cycling__e72b1ec402,Interest: Cycling,true,0,1,72
attr_behavioral_patterns_and_pref__interest_dance__803b0e0eac,attr_behavioral_patterns_and_pref__interest_dance__803b0e0eac,Interest: Dance,true,0,1,72
attr_behavioral_patterns_and_pref__interest_drones__ef419ccbc4,attr_behavioral_patterns_and_pref__interest_drones__ef419ccbc4,Interest: Drones,true,0,1,72
attr_behavioral_patterns_and_pref__interest_entrepreneurship__018c133dcc,attr_behavioral_patterns_and_pref__interest_entrepreneurship__018c133dcc,Interest: Entrepreneurship,true,0,1,72
attr_behavioral_patterns_and_pref__interest_fashion__1f18468cb8,attr_behavioral_patterns_and_pref__interest_fashion__1f18468cb8,Interest: Fashion,true,0,1,72
attr_behavioral_patterns_and_pref__interest_film__bc9b0902c7,attr_behavioral_patterns_and_pref__interest_film__bc9b0902c7,Interest: Film,true,0,1,72
attr_behavioral_patterns_and_pref__interest_fishing__1157ac49f2,attr_behavioral_patterns_and_pref__interest_fishing__1157ac49f2,Interest: Fishing,true,0,1,72
attr_behavioral_patterns_and_pref__interest_fitness__e3cfbb4571,attr_behavioral_patterns_and_pref__interest_fitness__e3cfbb4571,Interest: Fitness,true,0,1,72
attr_behavioral_patterns_and_pref__interest_gaming__18e57a2fd7,attr_behavioral_patterns_and_pref__interest_gaming__18e57a2fd7,Interest: Gaming,true,0,1,72
attr_behavioral_patterns_and_pref__interest_gardening__94f924341d,attr_behavioral_patterns_and_pref__interest_gardening__94f924341d,Interest: Gardening,true,0,1,72
attr_behavioral_patterns_and_pref__interest_genealogy__e7c703aad7,attr_behavioral_patterns_and_pref__interest_genealogy__e7c703aad7,Interest: Genealogy,true,0,1,72
attr_behavioral_patterns_and_pref__interest_hiking__e69b4da102,attr_behavioral_patterns_and_pref__interest_hiking__e69b4da102,Interest: Hiking,true,0,1,72
attr_behavioral_patterns_and_pref__interest_history__90f2649b46,attr_behavioral_patterns_and_pref__interest_history__90f2649b46,Interest: History,true,0,1,72
attr_behavioral_patterns_and_pref__interest_home_improvement__eea47df15d,attr_behavioral_patterns_and_pref__interest_home_improvement__eea47df15d,Interest: Home improvement,true,0,1,72
attr_behavioral_patterns_and_pref__interest_interior_design__d9601209c6,attr_behavioral_patterns_and_pref__interest_interior_design__d9601209c6,Interest: Interior design,true,0,1,72
merged_attr_510389c0317b,attr_behavioral_patterns_and_pref__interest_investing__cec0cfb239,Interest: Investing,true,0,1,72
merged_attr_510389c0317b,attr_behavioral_patterns_and_pref__interest_investmentoring__928b7474bd,Interest: Investmentoring,false,1,1,72
attr_behavioral_patterns_and_pref__interest_knitting__d6f82d3974,attr_behavioral_patterns_and_pref__interest_knitting__d6f82d3974,Interest: Knitting,true,0,1,72
attr_behavioral_patterns_and_pref__interest_literature__3f42d4adcd,attr_behavioral_patterns_and_pref__interest_literature__3f42d4adcd,Interest: Literature,true,0,1,72
attr_behavioral_patterns_and_pref__interest_live_concerts__de7adbbec2,attr_behavioral_patterns_and_pref__interest_live_concerts__de7adbbec2,Interest: Live concerts,true,0,1,72
attr_behavioral_patterns_and_pref__interest_magic_tricks__e7268643fa,attr_behavioral_patterns_and_pref__interest_magic_tricks__e7268643fa,Interest: Magic tricks,true,0,1,72
attr_behavioral_patterns_and_pref__interest_meditation__077a0f2f8a,attr_behavioral_patterns_and_pref__interest_meditation__077a0f2f8a,Interest: Meditation,true,0,1,72
attr_behavioral_patterns_and_pref__interest_mindfulness__3d39d7829c,attr_behavioral_patterns_and_pref__interest_mindfulness__3d39d7829c,Interest: Mindfulness,true,0,1,72
attr_behavioral_patterns_and_pref__interest_motorcycles__d06fe9d8e4,attr_behavioral_patterns_and_pref__interest_motorcycles__d06fe9d8e4,Interest: Motorcycles,true,0,1,72
attr_behavioral_patterns_and_pref__interest_music__66355f4d8e,attr_behavioral_patterns_and_pref__interest_music__66355f4d8e,Interest: Music,true,0,1,72
attr_behavioral_patterns_and_pref__interest_parenting__62fdfa6751,attr_behavioral_patterns_and_pref__interest_parenting__62fdfa6751,Interest: Parenting,true,0,1,72
attr_behavioral_patterns_and_pref__interest_personal_finance__5c05eaea39,attr_behavioral_patterns_and_pref__interest_personal_finance__5c05eaea39,Interest: Personal finance,true,0,1,72
merged_attr_efc13cb6cf33,attr_behavioral_patterns_and_pref__interest_pets__82dff21e62,Interest: Pets,false,0,1,72
merged_attr_efc13cb6cf33,attr_personality_traits__pets_interest_in__7c8ceef240,"Pets, Interest in",true,1,1,98
attr_behavioral_patterns_and_pref__interest_philosophy__485ba739c4,attr_behavioral_patterns_and_pref__interest_philosophy__485ba739c4,Interest: Philosophy,true,0,1,72
attr_behavioral_patterns_and_pref__interest_photography__15978e1600,attr_behavioral_patterns_and_pref__interest_photography__15978e1600,Interest: Photography,true,0,1,72
attr_behavioral_patterns_and_pref__interest_podcasts__e748537e26,attr_behavioral_patterns_and_pref__interest_podcasts__e748537e26,Interest: Podcasts,true,0,1,72
attr_behavioral_patterns_and_pref__interest_poetry__3c62604b8c,attr_behavioral_patterns_and_pref__interest_poetry__3c62604b8c,Interest: Poetry,true,0,1,72
attr_behavioral_patterns_and_pref__interest_productivity__ce815eeb39,attr_behavioral_patterns_and_pref__interest_productivity__ce815eeb39,Interest: Productivity,true,0,1,72
attr_behavioral_patterns_and_pref__interest_puzzles__0e8de6ec9b,attr_behavioral_patterns_and_pref__interest_puzzles__0e8de6ec9b,Interest: Puzzles,true,0,1,72
attr_behavioral_patterns_and_pref__interest_robotics__2412b284b3,attr_behavioral_patterns_and_pref__interest_robotics__2412b284b3,Interest: Robotics,true,0,1,72
attr_behavioral_patterns_and_pref__interest_running__64c2edafa0,attr_behavioral_patterns_and_pref__interest_running__64c2edafa0,Interest: Running,true,0,1,72
merged_attr_a97c45fe4a1a,attr_behavioral_patterns_and_pref__interest_self_improvement__f7f9bd5d87,Interest: Self-improvement,false,0,1,72
merged_attr_a97c45fe4a1a,attr_personality_traits__self_improvement_interest_in__cf792f1269,"Self-improvement, Interest in",true,1,1,98
attr_behavioral_patterns_and_pref__interest_social_media__3677b41a6a,attr_behavioral_patterns_and_pref__interest_social_media__3677b41a6a,Interest: Social media,true,0,1,72
attr_behavioral_patterns_and_pref__interest_space__de8e899e8c,attr_behavioral_patterns_and_pref__interest_space__de8e899e8c,Interest: Space,true,0,1,72
attr_behavioral_patterns_and_pref__interest_spirituality__aec81ca5cb,attr_behavioral_patterns_and_pref__interest_spirituality__aec81ca5cb,Interest: Spirituality,true,0,1,72
attr_behavioral_patterns_and_pref__interest_sports__bd3a995312,attr_behavioral_patterns_and_pref__interest_sports__bd3a995312,Interest: Sports,true,0,1,72
attr_behavioral_patterns_and_pref__interest_stand_up_comedy__6312d06811,attr_behavioral_patterns_and_pref__interest_stand_up_comedy__6312d06811,Interest: Stand-up comedy,true,0,1,72
attr_behavioral_patterns_and_pref__interest_tabletop_rpgs__71997addab,attr_behavioral_patterns_and_pref__interest_tabletop_rpgs__71997addab,Interest: Tabletop RPGs,true,0,1,72
attr_behavioral_patterns_and_pref__interest_tea__0b6e2c9ded,attr_behavioral_patterns_and_pref__interest_tea__0b6e2c9ded,Interest: Tea,true,0,1,72
attr_behavioral_patterns_and_pref__interest_technology__6ba30ca038,attr_behavioral_patterns_and_pref__interest_technology__6ba30ca038,Interest: Technology,true,0,1,72
attr_behavioral_patterns_and_pref__interest_theater__30510fde35,attr_behavioral_patterns_and_pref__interest_theater__30510fde35,Interest: Theater,true,0,1,72
merged_attr_be75e1f5fe31,attr_behavioral_patterns_and_pref__interest_travel__56a82d70f0,Interest: Travel,false,0,1,72
merged_attr_be75e1f5fe31,attr_personality_traits__travel_interest_in__90d9586b33,"Travel, Interest in",true,1,1,98
attr_behavioral_patterns_and_pref__interest_true_crime__b030bd60c7,attr_behavioral_patterns_and_pref__interest_true_crime__b030bd60c7,Interest: True crime,true,0,1,72
attr_behavioral_patterns_and_pref__interest_tv_series__463527eab8,attr_behavioral_patterns_and_pref__interest_tv_series__463527eab8,Interest: TV series,true,0,1,72
merged_attr_05379ac81b8d,attr_behavioral_patterns_and_pref__interest_visual_art__a323ab1447,Interest: Visual art,false,0,1,72
merged_attr_05379ac81b8d,attr_behavioral_patterns_and_pref__subject_visual_art__e49782d306,Subject: Visual art,true,1,1,72
attr_behavioral_patterns_and_pref__interest_volunteering__e83017d088,attr_behavioral_patterns_and_pref__interest_volunteering__e83017d088,Interest: Volunteering,true,0,1,72
attr_behavioral_patterns_and_pref__interest_wine__83652470d5,attr_behavioral_patterns_and_pref__interest_wine__83652470d5,Interest: Wine,true,0,1,72
attr_behavioral_patterns_and_pref__interest_yoga__1bdbe778f3,attr_behavioral_patterns_and_pref__interest_yoga__1bdbe778f3,Interest: Yoga,true,0,1,72
attr_behavioral_patterns_and_pref__interested_topics__89fd6e888e,attr_behavioral_patterns_and_pref__interested_topics__89fd6e888e,Interested Topics,true,0,1,78
attr_behavioral_patterns_and_pref__lead_vs_follow__26d2d6a625,attr_behavioral_patterns_and_pref__lead_vs_follow__26d2d6a625,Lead vs follow,true,0,1,72
attr_behavioral_patterns_and_pref__like_or_dislike_bigband_music__4b5458e489,attr_behavioral_patterns_and_pref__like_or_dislike_bigband_music__4b5458e489,like or dislike bigband music,true,0,1,90
attr_behavioral_patterns_and_pref__like_or_dislike_bluegrass_music__eefa957172,attr_behavioral_patterns_and_pref__like_or_dislike_bluegrass_music__eefa957172,like or dislike bluegrass music,true,0,1,90
attr_behavioral_patterns_and_pref__like_or_dislike_blues_or_r_and_b_music__32841be42d,attr_behavioral_patterns_and_pref__like_or_dislike_blues_or_r_and_b_music__32841be42d,like or dislike blues or r and b music,true,0,1,90
attr_behavioral_patterns_and_pref__like_or_dislike_classical_music__cab7fc7c24,attr_behavioral_patterns_and_pref__like_or_dislike_classical_music__cab7fc7c24,like or dislike classical music,true,0,1,90
attr_behavioral_patterns_and_pref__logic_vs_intuition__c31481677d,attr_behavioral_patterns_and_pref__logic_vs_intuition__c31481677d,Logic vs intuition,true,0,1,72
attr_behavioral_patterns_and_pref__media_diet__b0eb3e796c,attr_behavioral_patterns_and_pref__media_diet__b0eb3e796c,Media diet,true,0,1,72
attr_behavioral_patterns_and_pref__modality_preference__d6742aa47c,attr_behavioral_patterns_and_pref__modality_preference__d6742aa47c,Modality preference,true,0,1,72
attr_behavioral_patterns_and_pref__morning_routine__4316d98161,attr_behavioral_patterns_and_pref__morning_routine__4316d98161,Morning routine,true,0,1,72
attr_behavioral_patterns_and_pref__music_house__9771127def,attr_behavioral_patterns_and_pref__music_house__9771127def,Music: House,true,0,1,72
attr_behavioral_patterns_and_pref__novelty_vs_familiarity__32d0b57745,attr_behavioral_patterns_and_pref__novelty_vs_familiarity__32d0b57745,Novelty vs familiarity,true,0,1,72
attr_behavioral_patterns_and_pref__number_of_spouse_deaths__afc055f7ee,attr_behavioral_patterns_and_pref__number_of_spouse_deaths__afc055f7ee,number of spouse deaths,true,0,1,90
attr_behavioral_patterns_and_pref__office_vs_remote__1bae419bd8,attr_behavioral_patterns_and_pref__office_vs_remote__1bae419bd8,Office vs remote,true,0,1,72
attr_behavioral_patterns_and_pref__ok_to_have_frds_just_bc_they_are_of_use_to_r__5307e8c602,attr_behavioral_patterns_and_pref__ok_to_have_frds_just_bc_they_are_of_use_to_r__5307e8c602,ok to have frds just bc they are of use to r,true,0,1,90
attr_behavioral_patterns_and_pref__participated_in_sports_group_past_12_months__1a08e71fa0,attr_behavioral_patterns_and_pref__participated_in_sports_group_past_12_months__1a08e71fa0,participated in sports group past 12 months,true,0,1,90
attr_behavioral_patterns_and_pref__payment_preference__7c1cffaa89,attr_behavioral_patterns_and_pref__payment_preference__7c1cffaa89,Payment preference,true,0,1,72
attr_behavioral_patterns_and_pref__planned_vs_spontaneous__cc40acddad,attr_behavioral_patterns_and_pref__planned_vs_spontaneous__cc40acddad,Planned vs spontaneous,true,0,1,72
attr_behavioral_patterns_and_pref__podcast_listening__3e35b82405,attr_behavioral_patterns_and_pref__podcast_listening__3e35b82405,Podcast listening,true,0,1,72
attr_behavioral_patterns_and_pref__quality_vs_quantity__17d83a7c01,attr_behavioral_patterns_and_pref__quality_vs_quantity__17d83a7c01,Quality vs quantity,true,0,1,72
attr_behavioral_patterns_and_pref__r_asked_someone_else_for_help__a599c72a5d,attr_behavioral_patterns_and_pref__r_asked_someone_else_for_help__a599c72a5d,r asked someone else for help,true,0,1,90
attr_behavioral_patterns_and_pref__r_figured_out_problems_with_web_on_own__5f38b5e6eb,attr_behavioral_patterns_and_pref__r_figured_out_problems_with_web_on_own__5f38b5e6eb,r figured out problems with web on own,true,0,1,90
attr_behavioral_patterns_and_pref__r_obtain_information_on_art_exhibit_past_year__de3f7262e1,attr_behavioral_patterns_and_pref__r_obtain_information_on_art_exhibit_past_year__de3f7262e1,r obtain information on art exhibit past year,true,0,1,90
merged_attr_3cbe83e2406b,attr_behavioral_patterns_and_pref__r_send_or_receive_to_or_from_family_members_at__484d296afd,r send or receive to or from family members at,true,0,1,90
merged_attr_3cbe83e2406b,attr_behavioral_patterns_and_pref__r_send_or_receive_to_or_from_other_family_members__aed5f63ddc,r send or receive to or from other family members,false,1,1,90
attr_behavioral_patterns_and_pref__r_sought_information_purchase_past_year__133832608c,attr_behavioral_patterns_and_pref__r_sought_information_purchase_past_year__133832608c,r sought information purchase past year,true,0,1,90
