mapping_candidate_id,extended_candidate_id,extended_source,extended_label,extended_category,canonical_attribute_id,canonical_label,canonical_category,heuristic_score,proposed_mapping_weight,weight_basis,shared_token_count,llm_status
map_deeppersona_auto_extract_lifestyle_dp_life_content_p__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_content_preferences__1eb1e09a31,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Content Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_chronic_co__attr_life_context_and_constraints_condition_of_healt,deeppersona_auto_extract__health_dp_health_chronic_conditions__d59477c150,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Chronic Conditions,Life Context & Constraints,attr_life_context_and_constraints__condition_of_health__d6d3b572b6,condition of health,Life Context & Constraints,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_beverage__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_beverage_preferences__8f5d420d02,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Beverage Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_personal__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_personal_style__1397a1c00e,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Personal Style,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_shopping__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_shopping_preferences__9604703cc0,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Shopping Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_food_and__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_food_and_drink_preferences__05cabba44a,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Food and Drink Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_preferred__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_preferred_activity_environment__ebad0077cc,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Preferred Activity Environment,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_amenities__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_amenities_importance__2c67a62505,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Amenities Importance,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_clothing__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_clothing_and_appearance__5af7c506d0,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Clothing and Appearance,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_technolog__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_technological_interests__43de2f45b0,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Technological Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_fashion_a__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_fashion_and_style__36f3502890,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Fashion and Style,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_fashion_p__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_fashion_preferences__461efab7e4,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Fashion Preferences,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_cultural__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_cultural_interests__5de1033ada,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Cultural Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_creative__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_creative_activities__52f9feb32c,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Creative Activities,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_field_of__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_field_of_interest__1ccac9c369,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Field of Interest,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_culinary__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_culinary_interests__ceed5197dd,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Culinary Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_pet_care__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_pet_care__57a4c3d21f,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Pet Care,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_health_dp_health_neurodevel__attr_life_context_and_constraints_condition_of_healt,deeppersona_auto_extract__health_dp_health_neurodevelopmentalconditions__2638f74b5f,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Neurodevelopmental Conditions,Life Context & Constraints,attr_life_context_and_constraints__condition_of_health__d6d3b572b6,condition of health,Life Context & Constraints,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_social_in__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_social_interests__85e05ba472,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Social Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_musical_p__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_musical_participation__ed1f877a8b,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),musical participation,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_products__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_products__cf4b10c1ca,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Products,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_abstract_t__attr_personality_traits_abstract_thinking_dec75d58eb,deeppersona_auto_extract__cognition_dp_cog_abstract_thinking__0db209de60,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Abstract Thinking,Personality Traits,attr_personality_traits__abstract_thinking__dec75d58eb,Abstract thinking,Personality Traits,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_design_in__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_design_interests__53a2b82f20,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Design Interests,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_problem_so__attr_personality_traits_cognitive_problems_2d20ec0ef,deeppersona_auto_extract__cognition_dp_cog_problem_solving_skills__27d25b9722,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Problem Solving Skills,Personality Traits,attr_personality_traits__cognitive_problems__2d20ec0efd,Cognitive Problems,Personality Traits,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_cognition_dp_cog_problem_so__attr_personality_traits_problem_solving_0d3a60212e,deeppersona_auto_extract__cognition_dp_cog_problem_solving_skills__27d25b9722,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Problem Solving Skills,Personality Traits,attr_personality_traits__problem_solving__0d3a60212e,Problem-solving,Personality Traits,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
map_deeppersona_auto_extract_lifestyle_dp_life_applicati__attr_behavioral_patterns_and_pref_hobbies_and_intere,deeppersona_auto_extract__lifestyle_dp_life_applications__1760eaa84c,DeepPersona auto-extracted local proposal (proposed_ATTR_sourced.json),Applications,Behavioral Patterns & Preferences,attr_behavioral_patterns_and_pref__hobbies_and_interests__f1a0121137,Hobbies And Interests,Behavioral Patterns & Preferences,1.0,0.72,candidate-to-canonical mapping similarity; replace with LLM confidence after adjudication,2,needs_llm_mapping_adjudication
